product_name,ingredients_text,countries_en,is_english,MRIO_CPC_description,lca_food_group,lca_similarity,co2_kg_per_kg,land_use_m2_per_kg
"Coconut Tree Brand, Spice Cube Soup Sessoning","Salt, sugar, monosodium glutamate, anistar.",United States,True,Manufacture of beverages,Coconut milk,0.502574,3.319989781818182,0.5452690261363636
Bun Mam Soup Seasoning,"Salt, sugar, monosodium glutamate and spices",United States,True,Processing of Food products nec,Chicken sausages,0.38337702,8.164302485896087,8.330555240951941
"Coconut Tree Brand, Spice Cube, Hoanh Thanh Soup Seasoning","Salt, sugar, monosodium glutamate, anistar",United States,True,Cultivation of crops nec,Coconut oil,0.48454034,0.5287412809523809,0.7344970952380951
Bo Kho Stewed Beef Seasoning,"Salt, sugar, monosodium glutamate, anistar.",United States,True,Meat animals nec,Beef curry,0.51321733,17.36872478560908,35.401983177499034
"Coconut Tree Brand, Bun Bo Hue Spice Cube","Salt, sugar, monosodium glutamate and spices.",United States,True,Cultivation of crops nec,Coconut milk,0.5355032,3.319989781818182,0.5452690261363636
"Coconut Tree Brand, Vegetarian ""Bo Kho"" Seasoning","Salt, sugar, monosodium glutamate and spices.",United States,True,Cultivation of crops nec,Coconut milk,0.5548641,3.319989781818182,0.5452690261363636
"Coconut Tree Brand, Hu Tieu, Spice Cube, Vegetarian Hu Tieu Soup Seasoning","Salt, sugar, monosodium glutamate and spices",United States,True,Cultivation of plant-based fibers,Coconut milk,0.4819482,3.319989781818182,0.5452690261363636
Pho Chay Spice Cube,"Salt, sugar, monosodium glutamate and spices.",United States,True,Cultivation of crops nec,Vegetable lasagne,0.36122656,3.3761406499999995,4.149298441666667
"Coconut Tree Brand, Spice Cube Seasoning","Salt, sugar, monosodium glutamate and spices.",United States,True,Cultivation of crops nec,Coconut oil,0.49897516,0.5287412809523809,0.7344970952380951
"Coconut Tree Brand, Spice Cube Soup Seasoning","Salt,sugar,monosodium glutamate, and spices",United States,True,Cultivation of crops nec,Coconut milk,0.4834528,3.319989781818182,0.5452690261363636
"Coconut Tree Brand, Vegetarian Soup Cubes","Salt, sugar, monosodium glutamate, and spices.",United States,True,Manufacture of beverages,Coconut milk,0.55156016,3.319989781818182,0.5452690261363636
"Crab Soup Seasoning, Spice Cube","Salt, sugar, monosodium glutamate and spices.",United States,True,Manufacture of fish products,Frozen onion rings,0.43356842,0.7711746933333334,2.103162206666667
Oat Non-Dairy Beverage,"Filtered water, oats*, oat bran*, tricalcium phosphate, sea salt, gellan gum, riboflavin (b2), vitamin a palmitate, vitamin d2.",United States,True,Manufacture of beverages,Oat milk,0.8198604,0.4532805909090909,0.52687415
British plain flour,"Fortified British Wheat Flour (_wheat_ flour, calcium carbonate, niacin, iron, thiamin)",United Kingdom,True,Cultivation of cereal grains nec,Biscuits,0.46131885,3.989250537349398,7.879322971084337
Spicy Black Bean Dip,"Black beans, water, tomato paste, onions, distilled vinegar (from corn), honey, salt, jalapenos, spices, garlic.",United States,True,Processing of Food products nec,Peppers,0.50589836,0.9186621428571428,1.2399449999999992
Thai green chicken soup,"Water, Long Grain Rice (13%) ? Onions?coàl? ChiCken (4.5%) ? Red Peppers (4%) ? Deslccated Coconuts (3.5%) ? Green Beans (3.5%) ? Cornflour ? Thai Grenorj' Paste Water ? Green Chilli Purée ? Salt ? Sunflower Oil Puree Dried Coconut Milk (Coconut Extract ? Milk Gaves ? Ground Ginger ? Dned Garlic ? Ground Fenugreek? Lemongrass Oil ? Lime Leaf Oil ? Ground Bay Leaves ? Grrd Cumin ? Turmeric ? Chilli Powder) ? Spinach ? CorianderLeaM? Lemon Juice ? Lime Leaves ? Red Chilli Purée ? Garlic Pure ? Ground Ginger ? Flavouring ? Ground Black Pepper. For allergens see ingredients in bold.",France,True,Processing of meat poultry,Chicken curry,0.58555984,3.616545986208796,3.977668290601017
Bramley Apple Crumble,,France,True,Manufacture of beverages,Apples,0.4875458,0.5073538973544973,0.6689985968253969
"Cashews, Sesame And Pistachios Brittle Slice","Cashewnuts 45%, sesame 10%, pistachios 5%, sugar, glucose syrup, aromalemon 0,5%.",United States,True,Processing of Food products nec,Cashew nuts,0.64401126,2.087644250617284,11.720881622222224
"Chocolart, Assorted Milk Chocolate Pralines","Sugar, vegetable oil (coconut (tree nut), palm kernel, palm cocoa butter, whole milk powder, cocoa mass, whey powder, lowfat cocoa powder, cereals (corn flour, rice flour, wheat flour, sugar, lowfat cocoa powder, barley's malt extract, sal-t), skim milk p",United States,True,Processing of dairy products,Milk chocolate,0.65618354,10.800274824937029,17.273873918891688
"Passion, Assorted Milk Chocolate","Sugar, vegetable fats (coconut (tree nut), palm kernel, palm), cocoa butter, whole milk powder, cocoa mass, low fat cocoa powder, whey powder, cereals (corn flour, rice flour, wheat flour, sugar, low fat cocoa powder, barley's malt extract, salt), hazelnu",United States,True,Processing of dairy products,Milk chocolate,0.7600182,10.800274824937029,17.273873918891688
Assorted Chocolate Pralines,"Sugar, vegetable oil (coconut (tree nut), palm kernel, palm), cocoa butter, whole milk powder, cocoa mass, skim milk powder, whey powder, lowfat cocoa powder, cereals (corn flour, rice flour, wheat flour, sugar, lowfat cocoa powder, barley's malt extract,",United States,True,Processing of Food products nec,Chocolate spread,0.56197655,5.372300393750001,9.384214210714283
Milk Chocolate Balls With Cream And Chocolate,"Sugar, whole milk powder, cocoa butter, chocolate liquor, vegetable fats (oil palm, coconut), lactose, skimmed milk powder, emulsifier: soy lecithin, natural vanilla flavor.",United States,True,Processing of dairy products,Milk chocolate,0.74727565,10.800274824937029,17.273873918891688
Chocolate Balls Filled With Milk Cream And Chocolate,"Sugar, whole milk powder, cocoa butter, vegetable fats (oil palm, coconut), chocolate liquor, skimmed milk powder, lactose, emulsifier, soy lecithin, natural vanilla flavor.",United States,True,Processing of dairy products,Milk chocolate,0.71218663,10.800274824937029,17.273873918891688
Merry Christmas Chocolate Balls,"Sugar, cocoa butter, whole milk powder, vegetable fat (oil palm), chocolate liquor, sweet whey powder, cocoa powder (low fat), lactose, emulsifier: soy lecithin, natural vanilla flavor.",United States,True,Manufacture of beverages,Milk chocolate,0.51067793,10.800274824937029,17.273873918891688
Merry Christmas Chocolate Balls Filled With Praline Cream,"Sugar, vegetable fats (oil palm), whole milk powder, cocoa butter chocolate liquor, sweet whey powder, cocoa powder (low fat), lactose, emulsifier: soy lecithin, natural vanilla flavor.",United States,True,Processing of dairy products,Chocolate spread,0.5428539,5.372300393750001,9.384214210714283
Merry Christmas Minis Chocolate Bar,"Sugar, water, whole milk powder, chocolate liquor, emulsifier, soy lecithin.",United States,True,Manufacture of beverages,Cereal bars,0.5047737,2.8533841636861315,5.560588325729928
Milk Chocolate,"Sugar, cocoa butter, whole milk powder, chocolate liquor, emulsifier: soy lecithin.",United States,True,Manufacture of beverages,Milk chocolate,0.99999994,10.800274824937029,17.273873918891688
Sunflower oil,Sunflower oil.,United Kingdom,True,Cultivation of oil seeds,Sunflower oil,1.0000001,3.6613972142857145,19.461267114285715
Natural Mountain Spring Water,Natural mountain spring water,United States,True,Manufacture of beverages,Soy desert,0.32495582,1.0872644037037036,1.979015255555556
Chocolate Cookies,"Unbleached wheat flour, sugar, vegetable shortenings (palm oil, coconut oil), chocolate liquor, cocoa butter, nonfat dry milk, whey powder (from milk), hazelnuts, low fat cocoa powder (processed with alkali), candied orange peel (orange peel, glucose fruc",United States,True,Processing of Food products nec,Cookies,0.8236483,3.3572777805192344,7.1841136765092575
"Chutney, Hot Mango Hot","Sugar, mango, salt, spices, acetic acid, paprika (color), garlic, dried red chile peppers.",United States,True,Processing of Food products nec,Strawberry jam,0.45466515,2.5966625545454547,2.968536572727273
"Dopiaza Curry Simmer Sauce, Mild","Water, tomato, onion, concentrated tomato puree, canola oil, spices, vinegar, sugar, onion powder, corn starch, garlic powder, sea salt, roasted cumin, turmeric and paprika (color), cilantro, dried fenugreek leaf, dried mint.",United States,True,Processing of Food products nec,Chicken curry,0.5452443,3.616545986208796,3.977668290601017
Creamy Chicken Pie,,"France,United Kingdom",True,Processing of meat poultry,Cottage pie,0.681314,11.851271288888888,24.564192800000004
Red Curry Spice,"Red chili, salt, lemongrass, onion, garlic, galangal, dextrose, kaffir lime peel, cumin powder, paprika oleoresin, coriander.",United States,True,Cultivation of crops nec,Chicken curry,0.68963164,3.616545986208796,3.977668290601017
Coconut Ginger Rice,"Rice (jasmine rice), coconut milk powder (coconut, maltodextrin, mono and diglyceride (an emulsifier), dipotassium phosphate, silicon dioxide (to prevent caking)). seasoning (salt, hydrolyzed vegetable protein (corn protein, yeast extract, palm oil), red bell pepper, sugar, dextrose, soybean oil, galangal ginger powder, chili powder, fried shallot kaffirlime leaf powder, lemongrass powder, citric acid, spices (turmeric, ginger), silicon dioxide (to prevent caking)).",United States,True,Cultivation of crops nec,Rice,0.71580416,3.925909801226994,2.9366605355828224
Sweet Chili Sauce,"Syrup (sucrose syrup, glucose syrup, fructose syrup), vinegar, water, pickled red chili, garlic, salt, xanthan gum, paprika..",United States,True,Processing of Food products nec,Sweetcorn,0.56973857,0.9712034777777776,2.082797161904762
Top Ramen Noodle Soup,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), palm oil, salt, contains less than 2% of autolyzed yeast extract, baker's yeast extract, beef fat, caramel color, corn syrup, dextrin, disodium guanylate, di",United States,True,Manufacture of beverages,Chicken noodles,0.6563244,2.383995704574977,3.3128930338534426
Hollow Milk Chocolate Decorated R2D2 Figure,"Sugar, Dried Whole _Milk_, Cocoa Butter, Cocoa Mass, Emulsifier : Soja Lecithin, Dried Skimmed _Milk_ Butter oil (_Milk_), Vanilla Flavouring.","France,United Kingdom",True,Processing of dairy products,Milk chocolate,0.57109666,10.800274824937029,17.273873918891688
Spiketail the Dinosaur,"Sucre - _Lait_ en poudre entier - Beurre de cacao -  Masse de cacao - émulsifiant : Lécithine de soja - Amidon de tapioca-  _Lait_ en poudre écrémé - Arôme vanille - butteroil (_Lait_) - Colorant:  anthocyanes :(issus de carottes noires), Extrait de paprika - extraits de plantes et légume (Carthame, carotte, spiruline) - Sirop de sucre inverti.","France,United Kingdom",True,Animal products nec,Beef burger,0.34049565,53.97637075589627,135.34711651402569
Smoothie Vanilla Bean Maple Syrup & Yogurt,,"France,United Kingdom",True,Manufacture of beverages,Soy yoghurt,0.56481224,0.4960198166666666,1.0238125444444444
Smoothie super Berry,"Jus de pomme pressée pasteurisé ? Purée de banane ? Purée de pomme ? Purée dei cassis (10%) ? Puree de framboise 1096) ? Purée de baie dlaçaï ? correcteur d'acidité : Acide citrique ? . Antioxydant : Acide ascorbique. :iNFORMATlON Ce produit peut se idissocier naturellement. INGREDIÈNTEN ) Gepasteuriseerd geperst àppelsap ? bananenpuree ? làppelpuree ? zwafte bessenpuree S) ? frambozenpuree (10%) ? bessenpuree ? zuufteregelaar: :titrcenzuur ? antioxidant: Èscorbinezuur. INFORMATE Dit product kan van nature bezinken. movennes/Gemiddelde waarden : : ter -00ml: Energie/Energie 3ò6KJ/87kcal ? Matières grasses/ l'etten 1.9g, dont acides gras saturés/ Waawan verzadigde vetzuren 1.0g ? G!uc des/Koolhydraten 14.8g, dont Sucres/waarvan suikers 9.4g ? Fibres à)mentairesNezels 0.6g ? Protéines/ 2.3g ? Sel/Zout 0.05g. 5)65. looml 25(31) per 500ml 125(1 : = Valeurs Nutritionnelles a Référence/ VRI Dagelijkse Referentie-lnnanne BEST BEFORE",France,True,Manufacture of beverages,Fruit smoothies,0.72696733,1.6489147438016527,1.2942647049586775
Extra Hot Chinese Mustard,"Water, mustard seed, white distilled vinegar, sugar, flavors (artificial, natural), garlic, spices, xanthan gum, citric acid, turmeric gum, citric acid, turmeric, licorice root, calcium disodium edta (retains product freshness), ginger.",United States,True,Cultivation of crops nec,Rice noodles,0.48101395,3.411126114285714,2.4880236619047618
Sandwich Poulet Rôti & Avocat,,France,True,Manufacture of beverages,Avocados,0.5214914,0.921227093548387,1.2489312903225809
Organic Nine Grain All Natural Bread,"Organic whole grain and seed blend (organic oats, organic cracked wheat, organic barley flakes, organic triticale flakes, organic soft white wheat flakes, organic rye flakes, organic amaranth, organic brown flax seed, organic yellow corn meal, organic wheat bran), filtered water, organic enriched unbleached wheat flour (organic wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin and folic acid), organic whole wheat flour, organic vital wheat gluten, organic dried cane syrup, organic brown sugar, contains 2% or less of each of the following: yeast, organic whole grain oats, organic sunflower seeds, sea salt, organic soybean oil, organic cultured wheat flour, enzymes, ascorbic acid.",United States,True,Cultivation of cereal grains nec,Bread,0.58715945,0.8787608464606183,2.2412011
Organic 100% Whole Wheat,"Ingredients: organic whole wheat flour, filtered water, organic cracked wheat, organic brown sugar, organic honey, contains 2% or less of each of the following: yeast, sea salt, organic soybean oil, organic cultured wheat flour, organic wheat bran, organi",United States,True,Cultivation of wheat,Bread,0.397948,0.8787608464606183,2.2412011
Organic Great Seed,"Ingredients: organic whole grains (organic whole cracked wheat, organic whole wheat flour), filtered water, organic enriched unbleached wheat flour (organic wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin and folic acid), organic grain and seed blend (organic whole brown flax seed, organic sunflower seed kernels, organic sesame seeds, organic black sesame seeds, organic blue poppy seeds, organic quinoa, organic red quinoa, organic black quinoa), organic dried cane syrup, organic vital wheat gluten, yeast, organic agave nectar, contains 2% or less of each of the following: organic sunflower seeds, organic pumpkin seeds, organic whole grain steel cut oats, organic oat fiber, sea salt, organic soybean oil, organic cultured wheat flour, enzymes, ascorbic acid.",United States,True,Cultivation of crops nec,Sunflower seeds,0.6136699,1.9344241125,10.97975300625
Mountain White,"Ingredients: water, brown rice flour, tapioca starch, tapioca syrup, whole grain sorghum flour, xanthan gum, contains 2% or less of each of the following: whole eggs, whole grain amaranth seed, extra virgin olive oil, slat, cultured rice flour, yeast, enzymes.",United States,True,"""Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)""",Dark chocolate,0.41505933,20.62003664137931,48.78823265344828
Great Seed Bread,"Water, brown rice flour, tapioca starch, tapioca syrup, whole grain sorghum flour, sunflower seeds, pumpkin seeds, whole grain millet seeds, xanthan gum, contains 2% or less of each of the following: whole eggs, whole grain amaranth seeds, whole grain tef",United States,True,Cultivation of cereal grains nec,Bread,0.72231793,0.8787608464606183,2.2412011
Long Grain Enriched Rice,"Long grain parboiled rice, enriched with iron (ferric phosphate), niacin, thiamine mononitrate, and folic acid",United States,True,Cultivation of cereal grains nec,Rice,0.70928794,3.925909801226994,2.9366605355828224
Sweet Cherry Peppers,"Peppers, water, distilled vinegar, sea salt, calcium chloride.",United States,True,Cultivation of crops nec,Peppers,0.74692523,0.9186621428571428,1.2399449999999992
"grilled Cajun chicken breast, spicy wedges & sour cream","Pommes de terre (29%), Blanc de poulet cuit (23%), Tomates (11%), Eau, Crème aigre britannique (_Lait_) (8%), Oignons, Poivrons de piquillo (3%), Poivrons rouges, Purée d’ail, Jus de citron vert, Oignons rouges, Concentré de tomate, Huile de colza, Fécule de mais, Épices moulues (Paprika fumé, Cumin, Poivre noir, Poivre blanc, Piment de Cayenne, Paprika), Fécule de pomme de terre, Thym, Vinaigre de cidre, Sel, Coriandre, Eau fumée au bois de chêne d’Anglesey, Sel fumé, Sucre, Piments rouges, Graines de cumin, Huile de tournesol, Vinaigre de vin blanc, Piments Chipotle déshydratés, Tomates séchées, Gélifiant : Pectine, Correcteur d’acidité : Acide citrique, Romarin moulu, Arômes.","France,United Kingdom",True,Processing of meat poultry,Chicken curry,0.49869922,3.616545986208796,3.977668290601017
Crushed Garlic,"Garlic, citric acid (for freshness).",United States,True,Cultivation of crops nec,Spaghetti,0.4884402,1.6460149465648857,3.8149462610687017
Cornish Cove Cheddar,Fromage cheddar cornish cove (_Lait_) • Piments Diablo (3%) • Sucre.,France,True,Processing of dairy products,Cheddar cheese,0.60703564,20.749044536746982,24.451037122891567
"Condensed Soup, Tomato","Tomato puree (water, tomato paste, high fructose corn syrup, water, wheat flour, contains 2% or less of the following: salt, ascorbic acid, natural flavor.",United States,True,Processing of Food products nec,Tomatoes,0.57597315,2.271515456192983,0.8890183432280702
Taste the Difference Raspberry Conserve,"Sugar, Raspberries, Acidity Regulators (Citric Acid, Sodium Citrate), Gelling Agent (Pectin)  ",United Kingdom,True,Manufacture of beverages,Raspberries,0.5598569,8.3709720025,1.5448360025000003
"Golden Curry, Sauce Mix","Wheat flour, edible oils (palm oil, canola oil), salt, sugar, curry powder, spices, caramel, monosodium glutamate, malic acid, disodium guanylate, disodium inosinate.",United States,True,Processing of Food products nec,Chicken curry,0.6791687,3.616545986208796,3.977668290601017
Fried Rice Seasoning Mix,"Maltodextrin, salt, garlic, spice and coloring, sesame seed oil, sugar, caramel color, contains less than 2%: whey (milk), citric acid, natural flavor, sodium diacetate, hydrolyzed soy protein, silicon dioxide (anti-cake)",United States,True,Cultivation of cereal grains nec,Rice,0.60209113,3.925909801226994,2.9366605355828224
Whole Durum Wheat Cous Cous,Whole durum wheat semolina.,United States,True,Cultivation of wheat,Couscous,0.4750835,1.1579787751631003,2.951479593207873
Japanese Style Noodles & Chicken Flavored-Soup,"Oriental noodles: enriched wheat flour (wheat flour, niacin, reduced iron,thiamine mononitrate, riboflavin, folic acid), palm oil (tbhq and citric acid added to protect flavor), tapioca starch, salt, guar gm, sodium carbonate, tocopherols, potassium carbo",United States,True,Processing of meat poultry,Chicken noodles,0.7065367,2.383995704574977,3.3128930338534426
Tuna & sweetcorn,"miettes de thon listao dans une mayonnaise assaisonnée avec du maïs doux INGRÉDIENTS Miettes de thon listao (Poisson) (42%) • Mayonnaise (31 %) i (Huile de colza • Eau • Jaune d'œufs de poules élevées en plein air pasteurisés • Vinaigre • Sucre • Sel • Farine de moutarde) • Maïs doux (23%) • Eau • Sel • Poivre noir , moulu • Stabilisant : Gomme xanthane. Pour les allergènes, voir les ingrédients indiqués en gras. IMPORTANT Peut contenir petites aretes. CONSERVATION A consommer jusqu'au : voir sur le dessus de i l'emballage. Conserver au réfrigérateur : de OOC à +50C. Ne pas congeler. Une fois : ouvert, consommer dans les 2 jours.",France,True,Manufacture of fish products,Tuna,0.717137,13.075354910344828,5.521839813793104
Creamy And Delicious Evaporated Filled Milk,"Nonfat milk, partially hydrogenated soybean oil, contains 0.5% or less of: dipotassium phosphate, carrageenan, vitamin a palmitate, vitamin d3.",United States,True,Processing of dairy products,Coconut milk,0.5855843,3.319989781818182,0.5452690261363636
Whole Wheat Flour Tortillas,"Whole wheat flour, water, shortening (soybean oil, hydrogenated soybean oil), baking blend (salt, mono- and diglycerides, sodium bicarbonate, dextrose, calcium propionate, sodium aluminum phosphate, sodium aluminum sulfate, fumaric acid, corn starch, yeas",United States,True,Cultivation of wheat,Tortilla wraps,0.6682284,0.9485836666666668,2.2561128055555555
Mild Cheddar with Onions & Chives,"_Fromage_ cheddar jeune (_Lait_) (94%) . Oignon émincé réhydraté ‘ Cjbouje’çte Iyqphghsep. gPour les allergenes, vour‘les mgredlents mdlques en  ","France,United Kingdom",True,Processing of dairy products,Cheddar cheese,0.62258124,20.749044536746982,24.451037122891567
"Bunge, Clear Liquid Soybean Frying Oil","Soybean oil with tbhq and citric acid added to help protect flavor. dimethylpolysiloxane, an antifoaming agent, added.",United States,True,Cultivation of oil seeds,Coconut oil,0.50855064,0.5287412809523809,0.7344970952380951
"Panda Brand, Oyster Flavored Sauce","Water, sugar, salt, oyster extractives (oyster, water, salt), monosodium glutamate, modified corn starch, wheat flour, caramel color.",United States,True,Animal products nec,Beef noodles,0.46555334,2.290114275,4.0816445
Dry Roasted & Salted Almonds,"Almonds, salt.",United States,True,"Cultivation of vegetables, fruit, nuts",Almonds,0.67550355,0.6023678597222223,8.230926805555555
"Cool Beans, Catalina Bean Hummus","White beans, hand peeled garlic, fresh lemon juice salt, black pepper, safflower oil",United States,True,Cultivation of crops nec,Beans,0.57817465,1.3733080129032258,17.068111412903228
"Cool Beans, Red Pepper Hummus","Chickpeas, hand peeled garlic, roasted red pepper fresh lemon juice, salt, black pepper, safflower oil",United States,True,Cultivation of crops nec,Beans,0.63144803,1.3733080129032258,17.068111412903228
"Cool Beans, Buffalo Hummus","Chickpeas, hand peeled garlic, buffalo sauce fresh lemon juice, salt, black pepper, safflower oil",United States,True,Cultivation of crops nec,Beans,0.60820186,1.3733080129032258,17.068111412903228
"Tender Spinach, Whipped Potatoes & Cheddar Cheese In A Pierogi Shell","Filling: water, cheddar cheese (milk, enzymes, salt), spinach, potato flake (potatoes, monoglycerides, sodium acid pyrophosphate, citric acid), blended oil (canola, olive), salt, black pepper. dough: bleached wheat flour, water, potato flour (potatoes, mo",United States,True,Processing of dairy products,Spinach,0.4964505,1.0091279447881063,0.9922938889942162
Oven Roasted Pumpkin Pasta Purse,"Filling: pumpkin, ricotta cheese (pasteurized whey, whole milk, cream, vinegar, salt), cheddar cheese (milk, enzymes, salt), parmesan cheese (pasteurized milk, cheese cultures, salt, enzymes), breadcrumbs (wheat flour, evaporated cane syrup, yeast, sea sa",United States,True,Processing of Food products nec,Pumpkin seeds,0.42067927,1.3239754169230769,3.336552010769231
Sweet Basil Pesto Ravioli,"Filling: ricotta cheese (milk, whey, cream, vinegar, salt, natural stabilizers [xanthan gum, locust bean gum, guar gum]), mozzarella cheese (pasteurized whole milk, cultures, salt, enzymes), basil parmesan cheese (pasteurized milk, cheese cultures, salt,",United States,True,Processing of Food products nec,Cauliflower,0.4654867,0.8917262454545455,0.788343706060606
Gold Fish Shaped Ravioli!,"Filling: ricotta cheese (milk, whey, cream, vinegar, salt, natural stabilizers [xantham gum, locust bean gum, guar gum]), cheese powder (dehydrated blend of whey, cheese [granular and cheddar {pasteurized milk, cheese culture, salt, enzymes}], buttermilk",United States,True,Manufacture of fish products,Salmon fishcakes,0.46894267,6.505734658333333,3.360536633333333
"Kale, Hummus & Chicckpea Ravioli","Filling: kale, hummus (chickpeas, sunflower oil, olive oil, sesame tahini, water, sea salt, citric acid, garlic, guar gum, cumin), chickpeas, ricotta cheese (pasteurized whole milk, culture, salt, enzymes), cheddar cheese (milk, enzymes, salt), romano che",United States,True,Processing of meat poultry,Kale,0.51606923,0.9034191734693876,0.8103920489795918
Classic Cheese Ravioli,"Filling: ricotta cheese (milk, whey, cream, vinegar, salt, natural stabilizers [xanthan gum, locust bean gum, guar gum]), cheddar cheese (milk, enzymes, salt), mozzarella cheese (pasteurized whole milk, culture, salt, enzymes), brie cheese (pasteurized cu",United States,True,Processing of dairy products,Mozzarella cheese,0.59455806,16.233199963265307,19.06128553673469
Chocolate Cream Dip Wiht Crispy Craker Sticks,"Wheat flour, partially hydrogenated palm and canola oils, sugar, whole milk powder, non-fat milk powder, chocolate liquor, cocoa (processed with alkali), cheese, salt, soy-lecithin, sodium bicarbonate (leavening), yeast powder, artificial flavors, natural coloring (beta carotene and caramel).",United States,True,Processing of dairy products,Chocolate biscuits,0.46222854,5.083679001818182,13.565422218484848
"Yan Yan Crispy Cracker Stick, Strawberry","Wheat flour, partially hydrogenated palm and canola oils, sugar, whey, lactose, whole milk powder, cheese, salt, soy-lecithin, strawberry powder, natural coloring (beet red, beta carotene and caramel), sodium bicarbonate (leavening), yeast powder, artificial flavor, citric acid.",United States,True,Manufacture of beverages,Strawberry jam,0.49928933,2.5966625545454547,2.968536572727273
"Yam Yam Double Cream, Chocolate, Strawberry","Wheat flour, vegetable oils (palm, soybean, canola), sugar, whole milk powder, skim milk powder, whey powder, cocoa mass, cocoa powder, lactose, emulsifiers (soy lecithin, propylene glycol esters of fatty acids, disodium phosphate), leavenings (ammonium bicarbonate, sodium bicarbonate), salt, cheese powder (cheddar cheese, whey, lactic acid), autolyzed yeast extract, strawberry powder, artificial flavors, natural colors (beet red, beta-carotene), enzyme (papain), citric acid.",United States,True,Manufacture of beverages,Fruit smoothies,0.5317259,1.6489147438016527,1.2942647049586775
"Hello Panda, Choco Biscuits With Choco Cream, Double Choco","Cracker: wheat flour, shortening, vegetable oil, sugar, butter, cocoa mass, cocoa powder, full cream milk powder, amino acid seasoning, sugar ester, emulsifier (soya lecithin), salt, sodium bicarbonate, caramel powder, enzyme (papain), milk flavor & butter flavor, vanilla flavor, vanillin. chocolate cream: sugar, shortening, cocoa mass, full cream powder, soya lecithin (emulsifier), vanilla flavoring & vanillin.",United States,True,Manufacture of beverages,Chocolate biscuits,0.6234167,5.083679001818182,13.565422218484848
"Hellow Panda, Biscuits With Choco Cream","Wheat flour, sugar, vegetable shortening (partially hydrogenated palm & soya bean oils), cocoa mass, whole milk powder, malt extract, seasoning (natural), emulsifier (soya-lecithin), leavening (ammonium bicarbonate & sodium bicarbonate), enzyme (papain), salt, artificial vanilla flavoring.",United States,True,Processing of dairy products,Chocolate biscuits,0.65017503,5.083679001818182,13.565422218484848
Biscuits With Strawberry Cream,"Wheat flour, vegetable shortening (partially hydrogenated palm & soya bean oils), sugar, lactose, whole milk powder, malt extract, seasoning (natural), emulsifier (soya-lecithin), leaving (ammonium bicarbonate & sodium bicarbonate), dehydrated strawberry, salt, natural coloring (e-162), artificial strawberry flavoring, citric acid.",United States,True,Processing of dairy products,Chocolate biscuits,0.737396,5.083679001818182,13.565422218484848
"Hello Panda, Biscuits With Choco Cream","Wheat flour, sugar, vegetable shortening (partially hydrogenated palm & soya bean oils), cocoa mass, whole milk powder, malt extract, seasoning (natural), emulsifier (soya-lecithin), leavening (ammonium bicarbonate & sodium bicarbonate), enzyme (papain), salt, artificial vanilla flavoring.",United States,True,Processing of dairy products,Chocolate biscuits,0.67095226,5.083679001818182,13.565422218484848
Hello Panda Biscuits With Strawberry Cream,"Wheat flour, vegetable shortening (partially hydrogenated palm & soya bean oils), sugar, lactose, skim milk powder, malt extract, seasoning (natural), emulsifier (soya-lecithin), leavening (ammonium bicarbonate & sodium bicarbonate), dehydrated strawberry, salt, natural coloring (e-162), artificial strawberry flavoring, citric acid.",United States,True,Animal products nec,Chocolate biscuits,0.64893323,5.083679001818182,13.565422218484848
"Chicago Flats, Whole Grain Artisan Flatbread","Enriched flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), whole wheat flour, water, soybean oil, brown sugar, flax, whole soy flour, whole rye flour, yeast, oat bran, salt, sesame seed, black sesame seed, poppy seed, pretzel salt.",United States,True,Cultivation of cereal grains nec,Shortbread biscuits,0.5287089,2.223782583333333,3.0729300000000004
"Chicago Flats, Rosemary & Sea Salt Artisan Flatbread","Flour, water, soybean oil, sugar, yeast, sea salt, rosemary, salt",United States,True,Processing of Food products nec,Shortbread biscuits,0.46947736,2.223782583333333,3.0729300000000004
"Chicago Flats, Gourmet Flatbread, Sea Salt","Flour, water, soybean oil, sugar, yeast, salt, sea salt",United States,True,Processing of Food products nec,Shortbread biscuits,0.42923105,2.223782583333333,3.0729300000000004
"Athena, Extra Virgin Olive Oil",Extra virgin olive oil,United States,True,Cultivation of crops nec,Olive oil,0.7527621,5.184628231372549,21.707958043137253
"Gazebo Room, Balsamic Vinaigrette","Oil (soybean and olive), balsamic vinegar, cider, vinegar, salt, monosodium glutamate, natural flavoring, spices",United States,True,Manufacture of beverages,Lasagne sheets,0.30693743,1.96138175,3.551825222413793
Chocolate Bites,"Sugar, enriched wheat flour bleached (flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), partially hydrogenated vegetable oil (soybean and/or cottonseed oil) and palm kernal oil, whey, water, egg yolk, soybean",United States,True,Manufacture of beverages,Chocolate biscuits,0.7466495,5.083679001818182,13.565422218484848
